latitude,longitude,acq_date,acq_time,frp,brightness,bright_t31,confidence,risk_score,risk_level
8.47545,80.57486,2026-08-25,820,3.83,334.97,291.24,n,25.08,Low
8.44372,80.35572,2026-08-25,820,11.18,339.94,291.17,n,33.35,Low
8.44314,80.35169,2026-08-25,820,5.12,331.81,290.04,n,24.29,Low
8.52601,80.82277,2026-08-25,820,4.38,333.46,290.21,n,24.65,Low
8.53026,80.82647,2026-08-25,820,4.38,336.45,287.83,n,26.31,Low
8.52343,80.70296,2026-08-25,820,2.65,330.42,287.42,n,21.67,Low
8.59756,80.82961,2026-08-25,820,4.69,333.91,284.88,n,25.13,Low
8.57438,80.56564,2026-08-25,820,4.5,343.12,289.7,n,30.11,Low
8.58405,80.45564,2026-08-25,820,2.8,332.59,289.38,n,22.98,Low
8.56757,80.34253,2026-08-25,820,3.72,334.74,287.91,n,24.87,Low
8.62952,80.64198,2026-08-25,820,3.74,333.52,291.64,n,24.2,Low
8.63329,80.34522,2026-08-25,820,7.19,338.37,294.85,n,29.49,Low
8.63257,80.34579,2026-08-25,820,8.37,344.64,295.21,n,33.86,Low
8.66378,80.43628,2026-08-25,820,3.55,332.82,289.17,n,23.67,Low
8.67924,80.44233,2026-08-25,820,6.78,346.52,289.13,n,33.71,Low
8.69478,80.34908,2026-08-25,820,3.86,339.58,291.26,n,27.66,Low
8.7244,80.32823,2026-08-25,820,4.74,336.03,287.31,n,26.35,Low
6.25056,81.16558,2026-08-25,820,1.87,331.6,296.59,n,21.74,Low
6.59563,81.12982,2026-08-25,820,3.38,335.19,297.31,n,24.86,Low
6.62887,81.20591,2026-08-25,820,8.09,350.02,301.37,n,36.63,Low
6.62826,81.20171,2026-08-25,820,6.36,347.17,304.09,n,33.75,Low
14.20531,77.38112,2026-08-25,822,3.89,337.11,297.5,n,26.31,Low
10.21385,79.24151,2026-08-25,822,3.48,330.12,278.65,n,22.12,Low
17.08652,79.68517,2026-08-25,822,3.75,330.79,293.24,n,22.7,Low
16.00588,79.10636,2026-08-25,822,1.63,330.37,297.38,n,20.87,Low
15.65774,78.98273,2026-08-25,822,6.07,344.31,299.23,n,31.95,Low
10.2144,79.2453,2026-08-25,822,4.51,332.07,277.4,n,23.98,Low
14.86806,79.7366,2026-08-25,822,9.7,350.15,299.64,n,37.91,Low
30.16365,72.41509,2026-08-25,826,3.03,342.79,307.09,n,28.82,Low
30.15438,73.2097,2026-08-25,826,1.61,330.18,305.01,l,20.75,Low
29.78545,72.26527,2026-08-25,826,3.8,343.41,307.31,n,29.74,Low
30.85566,71.98112,2026-08-25,826,2.21,334.02,300.18,n,23.34,Low
30.64405,72.29908,2026-08-25,826,2.22,333.31,299.84,n,22.95,Low
30.8567,71.94377,2026-08-25,826,8.91,347.82,303.01,n,36.03,Low
30.6344,73.05245,2026-08-25,826,4.64,336.05,303.52,n,26.29,Low
30.55025,73.47831,2026-08-25,826,4.79,339.44,308.94,n,28.28,Low
30.41115,73.77779,2026-08-25,826,1.7000000000000002,332.39,303.01,n,22.05,Low
30.26614,72.98603,2026-08-25,826,2.28,336.39,304.45,n,24.7,Low
30.35581,73.60623,2026-08-25,826,2.79,330.28,301.9,l,21.69,Low
30.38699,73.90166,2026-08-25,826,3.83,331.03,303.76,l,22.89,Low
32.57449,72.56425,2026-08-25,828,4.02,334.07,308.49,l,24.72,Low
31.74621,72.21912,2026-08-25,828,2.73,332.48,305.23,l,22.87,Low
31.09704,72.31596,2026-08-25,828,3.38,335.48,307.17,l,25.02,Low
31.09643,72.31196,2026-08-25,828,2.31,333.55,305.53,l,23.15,Low
37.26963,69.03612,2026-08-25,828,2.74,334.32,306.9,l,23.9,Low
31.86618,72.92677,2026-08-25,828,4.26,332.25,306.22,l,23.89,Low
27.31814,95.26488,2026-08-25,1910,2.44,317.39,287.49,n,14.27,Low
27.32489,95.27836,2026-08-25,1910,2.34,310.53,288.02,n,10.38,Low
22.37854,87.27468,2026-08-25,1910,2.05,305.68,275.84,n,7.47,Low
22.37812,87.2802,2026-08-25,1910,2.05,307.89,276.62,n,8.7,Low
22.37654,87.27341,2026-08-25,1910,2.54,299.76,276.37,n,4.55,Low
22.37608,87.27892,2026-08-25,1910,3.21,311.74,279.11,n,11.71,Low
22.36787,87.30032,2026-08-25,1910,1.59,305.12,281.45,n,6.81,Low
22.35603,87.28809,2026-08-25,1910,1.02,299.91,278.54,n,3.49,Low
22.36498,87.01769,2026-08-25,1910,0.5,302.1,277.98,n,4.32,Low
22.24567,87.3872,2026-08-25,1910,0.71,301.79,281.07,n,4.3,Low
37.30626,77.71896,2026-08-25,2049,0.43,295.89,283.19,n,0.82,Low
35.969030000000004,68.68799,2026-08-25,2051,2.05,304.65,293.92,n,6.9,Low
33.6881,72.71527,2026-08-25,2051,0.98,307.75,295.43,n,7.82,Low
33.2966,71.18492,2026-08-25,2051,1.13,314.05,296.22,n,11.43,Low
32.10264,74.17625,2026-08-25,2051,3.45,323.42,295.14,n,18.38,Low
31.61505,74.37461,2026-08-25,2051,0.89,312.1,297.17,n,10.17,Low
21.7445,83.84505,2026-08-25,2053,2.32,298.77,276.34,n,3.83,Low
17.95664,80.79015,2026-08-25,2053,2.22,304.6,287.69,n,7.0,Low
17.95564,80.7951,2026-08-25,2053,1.62,310.43,287.79,n,9.79,Low
17.95771,80.79256,2026-08-25,2053,4.11,318.24,287.88,n,15.99,Low
18.80515,74.26173,2026-08-25,2053,0.58,306.85,290.55,n,7.02,Low
18.57702,72.242,2026-08-25,2053,2.8,318.46,287.56,n,15.13,Low
15.17962,76.67442,2026-08-25,2053,0.71,300.33,283.81,n,3.49,Low
15.1759,76.67371,2026-08-25,2053,0.71,305.07,286.46,n,6.13,Low
15.17508,76.67832,2026-08-25,2053,2.28,297.22,285.37,n,2.94,Low
21.80047,83.89091,2026-08-25,2053,0.38,298.89,274.09,n,2.45,Low
21.75037,83.84305,2026-08-25,2053,0.9,301.57,274.45,n,4.32,Low
21.74524,83.84165,2026-08-25,2053,2.32,344.62,278.44,n,29.31,Low
21.74012,83.84026,2026-08-25,2053,2.32,308.08,277.41,n,9.01,Low
21.80072,82.0384,2026-08-25,2053,0.72,300.33,277.59,n,3.5,Low
21.37644,81.67916,2026-08-25,2053,1.1,295.33,271.65,n,1.01,Low
21.46661,80.1269,2026-08-25,2053,0.53,300.63,271.13,n,3.53,Low
22.93243,69.69887,2026-08-25,2053,2.23,311.42,293.13,n,10.79,Low
22.93312,69.69748,2026-08-25,2053,2.18,314.65,292.93,n,12.55,Low
28.42473,69.69848,2026-08-25,2053,1.64,315.47,297.82,n,12.6,Low
25.9415,72.19053,2026-08-25,2053,0.87,306.2,280.44,n,6.87,Low
26.09389,68.87976,2026-08-25,2053,1.18,305.55,291.38,n,6.75,Low
25.38861,68.58073,2026-08-25,2053,2.1,319.53,295.54,n,15.2,Low
22.03749,83.35403,2026-08-25,2053,1.02,297.68,272.66,n,2.25,Low
21.82554,83.90067,2026-08-25,2053,0.53,298.76,272.21,n,2.49,Low
9.70498,77.43482,2026-08-25,2055,1.89,295.89,271.73,n,1.91,Low
14.87239,78.05413,2026-08-25,2055,2.06,309.87,281.77,n,9.81,Low
19.82175,79.2376,2026-08-25,2055,0.86,301.47,286.07,n,4.24,Low
21.10119,72.63515,2026-08-25,2055,7.38,333.85,290.63,n,27.12,Low
21.10678,72.64395,2026-08-25,2055,2.31,316.16,277.94,n,13.49,Low
21.1062,72.64778,2026-08-25,2055,1.33,310.96,275.72,n,9.86,Low
22.4152,69.03896,2026-08-25,2055,1.39,305.3,285.84,n,6.76,Low
21.1113,72.63686,2026-08-25,2055,1.51,301.26,279.28,n,4.61,Low
21.10456,72.63571,2026-08-25,2055,3.21,316.63,287.4,n,14.42,Low
28.49955,97.02465,2026-08-26,627,4.07,329.5,293.85,n,22.22,Low
28.49959,97.02323,2026-08-26,627,3.98,333.15,295.27,n,24.18,Low
8.87628,80.67516,2026-08-26,801,21.83,349.07,295.63,l,46.41,Medium
10.05334,77.95324,2026-08-26,801,10.17,348.01,296.96,n,37.08,Low
9.90823,78.08034,2026-08-26,801,5.5,333.85,295.48,n,25.71,Low
9.90871,78.08326,2026-08-26,801,5.83,333.9,295.44,n,25.98,Low
9.80408,78.17467,2026-08-26,801,4.0,337.02,296.81,n,26.34,Low
9.6447,79.92132,2026-08-26,801,4.9,332.66,297.66,l,24.6,Low
9.38948,78.88505,2026-08-26,801,6.1,336.31,299.69,l,27.52,Low
9.38904,78.88414,2026-08-26,801,5.44,334.56,299.26,l,26.06,Low
9.34108,80.16885,2026-08-26,801,4.26,334.89,299.04,l,25.36,Low
9.15012,80.21935,2026-08-26,801,6.6,335.19,296.34,l,27.28,Low
9.07845,80.47284,2026-08-26,801,1.79,330.08,293.53,l,20.83,Low
8.54511,80.56976,2026-08-26,801,4.23,330.72,293.93,n,23.02,Low
9.04064,80.67525,2026-08-26,801,4.64,336.15,297.39,n,26.34,Low
9.00604,80.68044,2026-08-26,801,7.86,342.47,296.42,n,32.27,Low
8.99618,80.83887,2026-08-26,801,7.74,341.16,300.2,l,31.45,Low
12.13064,79.65323,2026-08-26,801,24.35,333.44,306.63,l,39.62,Low
8.69024,80.84766,2026-08-26,801,4.04,336.1,298.49,l,25.86,Low
8.66969,80.53839,2026-08-26,801,11.4,341.19,299.17,l,34.21,Low
8.77482,80.87483,2026-08-26,801,6.12,340.62,296.31,l,29.93,Low
14.25997,80.11976,2026-08-26,803,9.65,330.87,302.06,l,27.17,Low
13.84194,79.25305,2026-08-26,803,5.29,330.21,296.56,l,23.53,Low
14.2594,80.11615,2026-08-26,803,5.44,332.94,301.84,l,25.16,Low
15.17995,76.68201,2026-08-26,803,3.33,334.96,296.78,n,24.7,Low
15.90841,79.10486,2026-08-26,803,3.5700000000000003,332.68,300.64,l,23.61,Low
16.40065,79.36692,2026-08-26,803,4.44,335.87,297.3,n,26.04,Low
17.95717,80.79728,2026-08-26,803,3.39,333.75,296.44,n,24.07,Low
18.54734,74.17914,2026-08-26,803,5.43,332.83,294.44,n,25.09,Low
22.35679,82.30565,2026-08-26,805,5.19,330.32,295.09,n,23.51,Low
21.75594,83.84392,2026-08-26,805,10.06,339.67,293.25,n,32.36,Low
21.74819,83.84499,2026-08-26,805,5.71,338.5,294.05,n,28.45,Low
21.74366,83.84032,2026-08-26,805,5.71,332.06,291.1,n,24.87,Low
25.21213,68.3015,2026-08-26,805,2.42,334.66,299.45,n,23.85,Low
21.10126,72.63638,2026-08-26,805,11.1,355.87,294.3,n,42.14,Medium
21.10306,72.64542,2026-08-26,805,4.7,336.67,293.41,n,26.68,Low
33.57693,74.22216,2026-08-26,807,2.99,330.71,299.53,n,22.08,Low
28.51605,68.00181,2026-08-26,807,1.59,336.73,301.55,n,24.38,Low
26.53106,68.25273,2026-08-26,807,1.97,331.86,303.06,l,21.96,Low
28.51536,68.00385,2026-08-26,807,1.93,338.07,301.92,n,25.38,Low
30.37266,73.89281,2026-08-26,807,4.26,332.4,302.55,l,23.97,Low
30.37163,73.89048,2026-08-26,807,4.25,336.49,302.65,n,26.24,Low
31.608,74.33546,2026-08-26,807,3.2,330.73,304.78,l,22.25,Low
32.5758,72.56439,2026-08-26,807,4.02,333.08,305.2,l,24.17,Low
30.06765,96.97842,2026-08-26,1849,1.22,305.39,286.67,n,6.69,Low
22.47516,91.73235,2026-08-26,1851,3.27,303.45,282.54,n,7.15,Low
24.92307,92.52792,2026-08-26,1851,4.53,297.19,284.62,n,4.61,Low
35.97722,79.17194,2026-08-26,2029,0.62,296.85,274.87,n,1.49,Low
35.96835,68.68652,2026-08-26,2029,1.57,304.54,292.26,n,6.48,Low
29.92137,74.95252,2026-08-26,2032,0.96,298.99,282.32,n,2.94,Low
32.88788,71.61542,2026-08-26,2032,1.4,314.24,297.12,n,11.74,Low
32.57602,72.56142,2026-08-26,2032,4.27,308.57,297.06,n,10.74,Low
32.29348,70.72976,2026-08-26,2032,2.39,309.52,294.09,n,9.86,Low
33.40668,71.93626,2026-08-26,2032,0.93,315.38,295.4,n,12.02,Low
33.40617,71.93729,2026-08-26,2032,0.77,314.78,295.31,n,11.57,Low
33.29676,71.18489,2026-08-26,2032,1.05,312.33,293.68,n,10.42,Low
29.39776,70.99824,2026-08-26,2032,0.46,307.06,296.18,n,7.05,Low
22.92565,69.82343,2026-08-26,2034,0.67,303.65,290.14,n,5.31,Low
22.9245,69.82229,2026-08-26,2034,1.76,301.64,290.12,n,5.01,Low
20.78876,85.25801,2026-08-26,2034,1.13,301.02,286.65,n,4.19,Low
23.69875,87.09306,2026-08-26,2034,2.02,301.23,285.24,n,4.98,Low
23.79604,86.28603,2026-08-26,2034,1.39,299.33,285.08,n,3.45,Low
23.79305,86.23392,2026-08-26,2034,3.42,297.85,284.98,n,4.15,Low
23.56083,87.22818,2026-08-26,2034,2.21,300.7,280.42,n,4.82,Low
23.55976,87.23328,2026-08-26,2034,2.46,304.51,285.34,n,7.13,Low
23.61457,86.79169,2026-08-26,2034,3.56,311.36,287.95,n,11.76,Low
23.61321,86.78960000000001,2026-08-26,2034,3.11,311.97,287.72,n,11.76,Low
23.12196,70.08334,2026-08-26,2034,1.48,311.0,290.15,n,10.0,Low
20.86715,84.99306,2026-08-26,2034,2.21,303.85,281.88,n,6.57,Low
20.86633,84.99726,2026-08-26,2034,1.86,302.62,282.26,n,5.63,Low
20.86377,84.98796,2026-08-26,2034,2.41,331.05,283.25,n,21.84,Low
20.86296,84.99215,2026-08-26,2034,2.41,308.93,281.55,n,9.55,Low
20.79388,85.25462,2026-08-26,2034,1.13,303.84,286.57,n,5.76,Low
20.79303,85.25893,2026-08-26,2034,1.13,302.21,287.06,n,4.85,Low
18.95733,73.94366,2026-08-26,2036,2.23,324.36,290.0,n,17.98,Low
13.8324,79.25771,2026-08-26,2036,0.19,300.63,283.62,n,3.27,Low
15.01486,79.80273,2026-08-26,2036,4.8100000000000005,316.21,292.67,n,15.39,Low
15.68362,78.45876,2026-08-26,2036,0.94,306.97,292.66,n,7.36,Low
15.18476,76.66579,2026-08-26,2036,1.57,311.2,290.28,n,10.18,Low
15.1731,76.78556,2026-08-26,2036,0.8200000000000001,304.39,291.16,n,5.83,Low
15.30111,76.21888,2026-08-26,2036,0.6900000000000001,304.95,289.96,n,6.05,Low
15.0046,77.00061,2026-08-26,2036,0.6900000000000001,310.42,292.26,n,9.08,Low
15.16815,76.38161,2026-08-26,2036,1.39,308.5,288.52,n,8.54,Low
15.17149,76.38216,2026-08-26,2036,0.46,301.43,288.15,n,3.92,Low
15.02314,78.01447,2026-08-26,2036,1.12,308.69,280.87,n,8.45,Low
15.17495,77.10123,2026-08-26,2036,0.81,306.08,287.24,n,6.76,Low
15.17826,77.10178,2026-08-26,2036,0.81,302.31,285.43,n,4.67,Low
15.33239,76.28411,2026-08-26,2036,0.93,306.46,287.96,n,7.06,Low
15.18143,76.66524,2026-08-26,2036,1.57,326.3,290.26,n,18.57,Low
15.16735,76.6746,2026-08-26,2036,0.5,304.85,285.55,n,5.85,Low
15.16791,76.67098,2026-08-26,2036,1.47,309.55,285.83,n,9.19,Low
15.17348,76.65711,2026-08-26,2036,1.0,311.66,287.35,n,10.01,Low
15.17403,76.65352,2026-08-26,2036,1.0,310.22,286.79,n,9.21,Low
15.1712,76.69366,2026-08-26,2036,1.32,302.91,287.77,n,5.38,Low
15.17624,76.66125,2026-08-26,2036,1.72,304.34,288.3,n,6.48,Low
15.1768,76.65766,2026-08-26,2036,2.93,332.51,290.69,n,23.04,Low
15.17736,76.65406,2026-08-26,2036,2.93,327.76,291.09,n,20.4,Low
15.17453,76.69421,2026-08-26,2036,1.32,316.22,290.04,n,12.78,Low
15.17733,76.67619,2026-08-26,2036,3.51,328.74,292.52,n,21.38,Low
15.17922,76.67965,2026-08-26,2036,1.91,309.1,291.74,n,9.27,Low
15.18088,76.66885,2026-08-26,2036,2.45,306.97,290.26,n,8.49,Low
15.18476,76.64362,2026-08-26,2036,0.6000000000000001,304.82,289.85,n,5.91,Low
13.70935,79.61942,2026-08-26,2036,0.92,304.18,281.75,n,5.79,Low
13.62073,78.48496,2026-08-26,2036,0.4,299.89,281.72,n,3.02,Low
16.63467,74.34213,2026-08-26,2036,0.52,301.82,290.9,n,4.18,Low
18.68293,73.03869,2026-08-26,2036,2.52,308.16,291.72,n,9.2,Low
18.68391,73.0312,2026-08-26,2036,2.8,312.29,291.47,n,11.71,Low
11.81618,77.91673,2026-08-26,2038,2.03,315.08,286.24,n,12.68,Low
11.18108,79.10128,2026-08-26,2038,0.43,303.57,285.73,n,5.08,Low
11.2694,80.00464,2026-08-26,2038,1.4,310.68,285.63,n,9.76,Low
11.80979,77.00835,2026-08-26,2038,0.44,302.99,272.49,n,4.77,Low
32.29206,70.73114,2026-08-26,2212,2.11,305.52,292.87,n,7.43,Low
32.88802,71.61938,2026-08-26,2212,2.92,305.79,292.02,n,8.18,Low
33.2675,71.31137,2026-08-26,2212,2.25,320.75,291.57,n,15.99,Low
33.27002,71.31249,2026-08-26,2212,2.72,321.14,291.23,n,16.56,Low
7.93113,81.2623,2026-08-27,741,8.43,347.38,296.46,n,35.42,Low
8.493970000000001,80.63341,2026-08-27,741,4.77,341.23,292.78,n,29.26,Low
8.39403,81.18223,2026-08-27,741,2.83,333.39,292.71,n,23.45,Low
8.18817,81.2166,2026-08-27,741,2.87,332.07,296.28,n,22.75,Low
8.18319,81.21323,2026-08-27,741,4.85,333.47,297.42,n,25.01,Low
8.18388,81.21734,2026-08-27,741,3.52,335.58,295.36,n,25.18,Low
8.16389,81.33283,2026-08-27,741,2.9,331.58,297.15,n,22.5,Low
8.07976,81.34676,2026-08-27,741,3.62,341.29,297.32,n,28.43,Low
7.72983,79.9324,2026-08-27,741,6.21,335.01,289.15,n,26.89,Low
7.93437,81.33264,2026-08-27,741,3.31,334.16,299.4,n,24.24,Low
7.93412,81.38229,2026-08-27,741,4.3,340.78,299.88,n,28.66,Low
7.93105,81.38248,2026-08-27,741,3.19,331.54,299.2,n,22.69,Low
7.62258,80.95859,2026-08-27,741,1.45,334.5,291.98,n,23.03,Low
7.60005,81.70477,2026-08-27,741,4.67,330.28,296.53,n,23.1,Low
7.47004,81.04136,2026-08-27,741,9.14,346.12,296.41,n,35.26,Low
9.91843,77.93557,2026-08-27,744,2.5700000000000003,335.55,294.03,n,24.46,Low
10.02469,78.36389,2026-08-27,744,2.55,334.84,295.39,n,24.05,Low
10.28012,78.98431,2026-08-27,744,7.07,339.64,296.95,n,30.1,Low
12.19828,79.71751,2026-08-27,744,2.89,331.74,293.89,n,22.58,Low
8.92234,80.68958,2026-08-27,744,5.85,340.84,287.91,n,29.85,Low
8.90006,80.48241,2026-08-27,744,5.58,343.34,287.95,n,31.04,Low
8.53767,77.95551,2026-08-27,744,2.88,330.37,291.3,n,21.81,Low
8.53706,77.95217,2026-08-27,744,2.88,335.66,291.67,n,24.75,Low
9.13851,80.74121,2026-08-27,744,5.95,330.75,296.36,n,24.32,Low
9.38627,80.50593,2026-08-27,744,3.62,341.96,296.78,n,28.8,Low
11.69187,79.39234,2026-08-27,744,1.98,332.69,295.48,n,22.42,Low
10.87787,77.24078,2026-08-27,744,3.26,330.18,295.55,n,21.99,Low
9.1307,77.84574,2026-08-27,744,4.28,335.59,296.02,n,25.76,Low
9.13009,77.84245,2026-08-27,744,4.92,341.07,296.5,n,29.28,Low
9.30457,78.81348,2026-08-27,744,0.98,334.81,296.26,n,22.85,Low
9.13252,77.84334,2026-08-27,744,3.68,338.51,296.56,n,26.93,Low
9.30486,78.81577,2026-08-27,744,6.54,336.81,296.38,n,28.13,Low
9.45494,80.49021,2026-08-27,744,5.54,344.21,295.5,n,31.49,Low
9.42552,80.37328,2026-08-27,744,7.33,340.3,295.98,n,30.66,Low
9.4147,80.41617,2026-08-27,744,2.19,330.97,295.31,n,21.63,Low
8.93558,77.80733,2026-08-27,744,2.63,336.01,294.19,n,24.76,Low
10.99141,78.89906,2026-08-27,744,10.52,338.6,298.76,n,32.11,Low
9.20093,77.46384,2026-08-27,744,1.61,331.96,295.68,n,21.74,Low
9.9931,79.18903,2026-08-27,744,1.7000000000000002,333.06,295.75,n,22.42,Low
17.64342,74.69589,2026-08-27,746,4.07,335.54,291.34,n,25.57,Low
20.86458,84.98833,2026-08-27,746,4.15,338.21,293.29,n,27.12,Low
20.884,84.98126,2026-08-27,746,2.97,330.65,295.69,n,22.03,Low
20.78782,85.26209,2026-08-27,746,1.55,335.01,289.15,n,23.39,Low
27.73219,68.73432,2026-08-27,748,6.08,334.98,295.92,n,26.77,Low
26.63018,70.38756,2026-08-27,748,4.07,336.05,299.79,n,25.86,Low
27.26775,88.31142,2026-08-27,748,4.19,332.2,278.62,n,23.81,Low
26.63397,70.38496,2026-08-27,748,3.37,340.33,300.41,n,27.71,Low
29.70477,72.60225,2026-08-27,750,4.11,337.54,293.84,n,26.72,Low
29.47649,70.75252,2026-08-27,750,2.16,330.8,299.04,n,21.51,Low
30.60386,74.03584,2026-08-27,750,3.14,337.14,298.61,n,25.77,Low
30.69802,74.17593,2026-08-27,750,3.07,330.82,300.88,l,22.2,Low
31.39734,72.43457,2026-08-27,750,6.59,343.26,299.32,n,31.75,Low
31.39786,72.4391,2026-08-27,750,5.73,334.97,299.15,n,26.5,Low
31.39647,72.43313,2026-08-27,750,5.73,330.38,298.4,n,23.95,Low
31.4112,72.16735,2026-08-27,750,4.74,336.49,298.2,n,26.61,Low
31.45704,72.16631,2026-08-27,750,8.53,341.89,298.62,n,32.45,Low
30.17456,72.42779,2026-08-27,930,8.86,331.62,292.92,n,26.99,Low
30.17446,72.42593,2026-08-27,930,7.18,335.47,292.53,n,27.87,Low
37.30121,77.72136,2026-08-27,2010,0.8300000000000001,297.69,282.38,n,2.12,Low
25.81079,88.8863,2026-08-27,2014,3.4,303.34,286.07,n,7.18,Low
22.79055,86.20983,2026-08-27,2014,1.08,306.4,278.4,n,7.14,Low
29.08417,88.0132,2026-08-27,2014,1.48,300.12,280.25,n,3.95,Low
29.91529,74.9477,2026-08-27,2014,1.59,308.09,292.96,n,8.46,Low
29.91498,74.95193,2026-08-27,2014,1.59,306.17,293.0,n,7.4,Low
29.91002,74.94289,2026-08-27,2014,12.52,346.19,292.71,n,37.83,Low
29.90971,74.94712,2026-08-27,2014,13.61,350.51,294.75,n,41.05,Medium
22.24742,87.38844,2026-08-27,2014,1.81,309.29,285.15,n,9.3,Low
22.3576,87.29176,2026-08-27,2014,1.78,305.77,285.89,n,7.32,Low
22.36518,87.3004,2026-08-27,2014,3.88,323.59,287.19,n,18.79,Low
22.3771,87.27546,2026-08-27,2014,1.49,307.83,286.36,n,8.25,Low
22.3763,87.27986,2026-08-27,2014,3.31,324.45,287.22,n,18.84,Low
22.78921,86.19717,2026-08-27,2014,3.24,327.01,278.39,n,20.21,Low
29.9094,74.95135,2026-08-27,2014,13.61,321.57,293.15,n,24.97,Low
29.91033,74.93867,2026-08-27,2014,12.52,305.44,292.26,n,15.19,Low
29.90909,74.95557,2026-08-27,2014,2.25,306.55,292.96,n,8.1,Low
29.457,76.86609,2026-08-27,2014,7.66,334.4,289.84,n,27.63,Low
23.68629,87.12115,2026-08-27,2014,0.41,295.74,261.37,n,0.72,Low
23.66489,87.16066000000001,2026-08-27,2014,0.75,304.31,275.89,n,5.73,Low
23.66214,87.15569,2026-08-27,2014,2.08,314.34,274.6,n,12.3,Low
23.56085,87.2383,2026-08-27,2014,1.94,327.01,278.76,n,19.24,Low
23.56009,87.24259,2026-08-27,2014,1.94,308.29,278.93,n,8.84,Low
23.55659,87.24186,2026-08-27,2014,1.94,305.1,278.17,n,7.07,Low
23.55232,87.24541,2026-08-27,2014,0.54,308.68,275.15,n,8.01,Low
23.54881,87.24468,2026-08-27,2014,0.54,296.44,266.9,n,1.2,Low
23.84105,85.30284,2026-08-27,2014,0.35,296.4,270.04,n,1.04,Low
23.69652,85.29062,2026-08-27,2014,0.74,304.11,279.36,n,5.62,Low
9.49338,77.62221,2026-08-27,2017,0.44,302.0,281.79,n,4.22,Low
11.81781,77.91653,2026-08-27,2017,2.88,311.73,289.98,n,11.45,Low
15.99257,78.3996,2026-08-27,2017,1.89,304.82,283.96,n,6.87,Low
15.84457,79.77414,2026-08-27,2017,3.7,312.68,293.76,n,12.6,Low
11.26739,80.00417,2026-08-27,2017,1.56,312.59,289.69,n,10.94,Low
16.54488,79.75774,2026-08-27,2017,3.09,307.31,293.17,n,9.16,Low
11.18222,79.10208,2026-08-27,2017,2.06,304.71,290.78,n,6.94,Low
17.95681,80.78843,2026-08-27,2017,3.03,308.3,291.87,n,9.66,Low
21.10433,72.64272,2026-08-27,2017,2.66,305.89,264.87,n,8.04,Low
22.38937,73.11508,2026-08-27,2017,0.59,295.06,272.37,n,0.48,Low
17.46458,80.65409,2026-08-27,2017,2.91,319.97,292.22,n,16.05,Low
17.95565,80.79626,2026-08-27,2017,2.91,317.3,291.82,n,14.57,Low
11.10949,77.76649,2026-08-27,2017,1.12,309.44,292.92,n,8.86,Low
10.14528,78.35623,2026-08-27,2017,0.73,306.72,293.87,n,7.06,Low
11.17704,79.08945,2026-08-27,2017,1.27,307.88,291.52,n,8.11,Low
11.81603,77.91864,2026-08-27,2017,2.43,320.62,290.36,n,16.06,Low
8.99971,80.67416,2026-08-27,2017,1.16,308.64,291.14,n,8.45,Low
9.49335,77.62408,2026-08-27,2017,0.45,304.15,283.83,n,5.42,Low
8.30766,77.63818,2026-08-27,2019,1.33,310.18,293.28,n,9.43,Low
8.41052,80.75783,2026-08-27,2019,0.38,302.76,286.31,n,4.6,Low
7.3066,80.94781,2026-08-27,2019,1.88,306.31,286.08,n,7.69,Low
7.30935,80.95189,2026-08-27,2019,1.58,304.57,286.88,n,6.5,Low
7.30991,80.94836,2026-08-27,2019,1.88,325.87,287.3,n,18.56,Low
7.31267,80.95242,2026-08-27,2019,2.22,316.66,287.35,n,13.7,Low
15.17269,76.6937,2026-08-27,2019,1.21,297.01,273.2,n,2.02,Low
15.02335,78.01398,2026-08-27,2019,2.22,308.39,285.12,n,9.1,Low
15.17564,77.10123,2026-08-27,2019,1.48,299.95,280.76,n,3.86,Low
15.33447,76.2467,2026-08-27,2019,0.65,304.65,290.98,n,5.85,Low
6.85014,81.04932,2026-08-27,2019,0.66,295.85,271.53,n,0.97,Low
15.33388,76.28443,2026-08-27,2019,1.24,306.14,289.24,n,7.12,Low
15.07126,76.86606,2026-08-27,2019,1.52,302.03,286.05,n,5.05,Low
13.82483,79.2569,2026-08-27,2019,1.07,309.05,292.0,n,8.61,Low
13.70962,79.61949,2026-08-27,2019,1.84,310.51,292.96,n,10.0,Low
13.39244,80.10186,2026-08-27,2019,2.51,316.57,295.63,n,13.87,Low
15.17371,76.65434,2026-08-27,2019,2.19,309.23,285.98,n,9.55,Low
6.8742,81.44757,2026-08-27,2019,1.04,306.05,281.95,n,6.92,Low
7.31323,80.94892,2026-08-27,2019,3.94,332.47,287.52,n,23.77,Low
8.30407,77.63763,2026-08-27,2019,1.33,313.44,293.13,n,11.24,Low
8.40721,80.75729,2026-08-27,2019,0.38,303.08,285.68,n,4.77,Low
28.42398,69.70206,2026-08-27,2153,1.46,310.73,296.06,n,9.83,Low
33.80159,72.09836,2026-08-27,2153,0.73,307.55,294.52,n,7.52,Low
33.29675,71.1889,2026-08-27,2153,0.62,308.48,294.71,n,7.95,Low
32.88834,71.61575,2026-08-27,2153,1.67,316.14,296.86,n,13.0,Low
29.90671,74.9599,2026-08-27,2155,15.44,317.64,292.12,n,24.16,Low
29.91005,74.94773,2026-08-27,2155,28.69,319.45,292.36,n,35.1,Low
29.90838,74.95381,2026-08-27,2155,15.44,367.0,294.14,h,51.58,Medium
